Case #,Incident Code,Reported,Case Status,Start Occurred,End Occurred,Building,Location,Stolen,Damaged,Summary
18000052,SS - CHECK WELFARE OF PERSON,2018-01-05T19:35:00,Closed - Non-Criminal Case,2018-01-05T19:35:00,,Abel Hall,880 N 17th St (UNL RESIDENCE HALL),0.00,0.00,Check welfare of a UNL student. Student was found to be fine.
18000056,NARCOTICS - POSSESSION,2018-01-05T22:15:00,Closed - Cleared by Arrest-Adult,2018-01-05T22:15:00,,,VINE ST & N 22ND ST (STREET),0.00,0.00,"Traffic stop at N 22 St/Vine St yielding possession of marijuana, possession of drug paraphernalia, and other traffic offenses with non-UNL affiliates."
18000061,ALCOHOL - DRUNK,2018-01-06T00:49:00,Closed - Non-Criminal Case,2018-01-06T00:49:00,,,N 17TH ST & P ST (SIDEWALK),0.00,0.00,Intoxicated non-UNL affiliate observed by UPD Ofc at N 17 St/P St unable to care for their self. Party was placed into civil protective custody and taken to detox.
18000058,NARCOTICS - SALE/DELIVER,2018-01-06T01:02:00,Closed - Cleared by Arrest-Adult,2018-01-06T01:02:00,,Harper Hall,1150 N 14th St (UNL RESIDENCE HALL),0.00,0.00,"UNL affiliate found in possession of marijuana, drug paraphernalia, and intent to deliver illegal contraband within 1000 Ft of a University. Party was cited and lodged in Lancaster County jail."
18000059,ALCOHOL - DWI,2018-01-06T02:18:00,Closed - Cleared by Arrest-Adult,2018-01-06T02:18:00,,,P ST & CENTENNIAL MALL (STREET),0.00,0.00,"DWI from traffic stop at Centennial Mall/P St, with a non-UNL affiliate. BAC result .147. Driver cited/released to sober party."
18000064,ACCIDENTS - P.D. NOT REPORTABLE,2018-01-06T15:33:00,Closed - Cleared by Arrest-Adult,2018-01-06T15:33:00,,University Suites,1780 R St (GOV'T PARKING LOT (UNL)),0.00,3300.00,Officers responded to a non-injury accident near the University Suites. Driver was cited and released for Careless Driving and No proof of insurance.
18000067,FALSE INFORMATION - GIVEN TO OFC.,2018-01-06T23:05:00,Closed - Cleared by Arrest-Adult,2018-01-06T23:05:00,,,N 33RD ST & HITCHCOCK ST (STREET),0.00,0.00,A passenger in a vehicle on a traffic stop gave a false name to an officer. The passenger was cited/released for False Information and transported to Lancaster County Corrections for an active warrant.
18000068,ALCOHOL - OPEN CONTAINER,2018-01-07T00:18:00,Closed - Cleared by Arrest-Adult,2018-01-07T00:18:00,,,N 33RD ST & HUNTINGTON AVE (STREET),0.00,0.00,A vehicle was stopped for a traffic violation. The driver was cited/released for No Insurance and Open Alcohol Container.
18000069,NARCOTICS - POSSESSION,2018-01-07T01:33:00,Closed - Cleared by Arrest-Adult,2018-01-07T01:33:00,,,N ANTELOPE VALLEY PKWY & Salt Creek RDWY (STREET),0.00,0.00,"Non-affiliate cited and released for possession of marijuana < 1oz., driving under suspension, minor in possession of alcohol and violate traffic control device."
18000070,LARCENY - STOLEN BIKE,2018-01-07T13:02:00,Closed - Inactive,2017-12-15T09:00:00,2018-01-07T13:00:00,Phi Kappa Theta,303 N 17th St (OFF CAMPUS/GREEK HOUSING),500.00,10.00,Student reported the theft of their bike.
18000077,NARCOTICS - POSSESSION,2018-01-07T22:05:00,Closed - Cleared by Arrest-Adult,2018-01-07T22:05:00,,University Suites,1780 R St (UNL RESIDENCE HALL),0.00,0.00,A narcotics complaint at a university dorm room. Two students were cited/lodged for Possession of a Controlled Substance.
18000078,NARCOTICS - POSSESSION,2018-01-07T22:32:00,Closed - Cleared by Arrest-Adult,2018-01-07T22:32:00,,,Q ST & N 14TH ST (STREET),0.00,0.00,Student cited for Possession of controlled substance and lodged. Non affiliate cited for possession of marijuana < 1 oz.
18000081,NARCOTICS - POSSESSION,2018-01-08T00:35:00,Closed - Cleared by Arrest-Adult,2018-01-08T00:35:00,,,N 22ND ST & U ST (STREET),0.00,0.00,Officer's contacted a parked vehicle near Trago Park. Two occupants (one juvenile) of the vehicle were cited/released for Possession of Marijuana < 1oz and Possession of Drug Paraphernalia. Another occupant was cited/released for False Information.
18000084,ACCIDENTS - P.D. NOT REPORTABLE,2018-01-08T06:30:00,Closed - Non-Criminal Case,2018-01-07T21:15:00,,17th & R Parking Garage,300 N 17th St (GOV'T PARKING GARAGE (UNL)),0.00,0.00,Minor accident involving two University vehicles. No injuries.
18000083,ACCIDENTS - P.D. NOT REPORTABLE,2018-01-08T07:11:00,Closed - Cleared by Arrest-Adult,2018-01-08T07:11:00,,Nebraska Veterinary Diagnostic Center,4040 East Campus Loop N (SIDEWALK),0.00,1700.00,Two stone bollards damaged by a vehicle driving on a sidewalk.
18000089,LOST OR STOLEN ITEM,2018-01-08T14:44:00,Closed - Non-Criminal Case,2018-12-31T01:00:00,2018-12-31T01:00:00,The Robert E. Knoll Residential Center,440 N 17th St (UNL RESIDENCE HALL),0.00,0.00,Student reported the lost of a package which was later found at front desk.
18000091,NARCOTICS - POSSESSION,2018-01-08T22:18:00,Closed - Cleared by Arrest-Adult,2018-01-08T22:18:00,,,SALT CREEK RDWY & N 21ST ST (STREET),0.00,0.00,"A vehicle was stopped for a violation. The driver was cited/released for No Valid Registration, Possession of Marijuana < 1oz and Possession of Drug Paraphernalia. The driver was cited/lodged for Possession of a Controlled Substance."
18000093,NARCOTICS - POSSESSION,2018-01-08T22:57:00,Closed - Cleared by Arrest-Adult,2018-01-08T22:57:00,,,N 33RD ST & LEIGHTON AVE (STREET),0.00,0.00,"A vehicle was stopped for a violation. The driver was cited/released for DUS, Possession of Marijuana < 1oz and Possession of Drug Paraphernalia."
18000095,NARCOTICS - POSSESSION,2018-01-08T23:31:00,Closed - Cleared by Arrest-Adult,2018-01-08T23:31:00,,,N 16TH ST & R ST (STREET),0.00,0.00,"A vehicle was stop for a traffic violation. The driver was cited/released for DUS, Possession of Marijuana < 1oz, Possession of Drug Paraphernalia and No Taillights."
18000096,ALCOHOL - DWI,2018-01-08T23:35:00,Closed - Cleared by Arrest-Adult,2018-01-08T23:35:00,,,N 14TH ST & P ST (STREET),0.00,0.00,A vehicle was stopped for a traffic violation. The driver was cited/released for DUI and Disobey Traffic Control Device.
18000099,ALCOHOL - DWI,2018-01-09T01:22:00,Closed - Cleared by Arrest-Adult,2018-01-09T01:22:00,,,N 16TH ST & U ST (STREET),0.00,0.00,"A vehicle was stopped for a traffic violation. The driver was cited/released for DWI, Possession of Marijuana <1oz, Possession of Drug Paraphernalia, Refuse Chemical Test, Reckless Driving and No Insurance."
18000097,TRAFFIC - SUSPENDED DRIVER,2018-01-09T01:43:00,Closed - Cleared by Arrest-Adult,2018-01-09T01:43:00,,,N 22ND ST & VINE ST (STREET),0.00,0.00,Officer conducted a registration check of a vehicle using his MDT. The driver of the vehicle was found to be suspended. The driver was cited/released for DUS.
18000098,MEDICAL EMERGENCY,2018-01-09T01:50:00,Closed - Non-Criminal Case,2018-01-09T01:50:00,,Smith Hall,1120 N 14th St (UNL RESIDENCE HALL),0.00,0.00,A UNL staff member reported an intoxicated female having medical issues. UPD and LFR arrived at a university dorm and the female was transported to a local area hospital for further care by LFR.
18000101,ALCOHOL - MINOR IN POSSESSION,2018-01-09T02:24:00,Closed - Cleared by Arrest-Adult,2018-01-09T02:24:00,,The Robert E. Knoll Residential Center,440 N 17th St (UNL RESIDENCE HALL),0.00,0.00,Student cited for MIP and Littering.
18000100,ALCOHOL - MINOR IN POSSESSION,2018-01-09T02:27:00,Closed - Cleared by Arrest-Adult,2018-01-09T02:27:00,,Harper Dining Center,1140 N 14th St (GOV'T PARKING LOT (UNL)),0.00,0.00,Non-affiliate minor was contacted and cited/released for MIP-C. BrAC of .134.
18000102,NARCOTICS - POSSESSION,2018-01-09T03:06:00,Closed - Cleared by Arrest-Adult,2018-01-09T03:06:00,,The Robert E. Knoll Residential Center,440 N 17th St (UNL RESIDENCE HALL),0.00,0.00,A report of an intoxicated male at a university dorm room. A University student was found to be in possession of a controlled substance. The student was cited/lodged for Possession of a Controlled Substance.
18000103,TRAFFIC - SUSPENDED DRIVER,2018-01-09T10:46:00,Closed - Cleared by Arrest-Adult,2018-01-09T10:46:00,,,W ST & N 16TH ST (STREET),0.00,0.00,"A non-university affiliate was contacted on a traffic stop and subsequently cited/released for Driving Under Suspension, No Valid Registration and No Insurance."
18000105,DISTURBANCE - OTHER,2018-01-09T11:45:00,Closed - Non-Criminal Case,,,Sapp Recreation Facility,"841 N 14th St (UNL SUPPORT FACILITY (office, service))",0.00,0.00,UNL employee reporting harassment/stalking.
18000112,SS - CHECK WELFARE OF PERSON,2018-01-09T19:30:00,Closed - Inactive,2018-01-09T19:30:00,,Massengale Residential Center,1710 Arbor Dr (UNL RESIDENCE HALL),0.00,0.00,A check welfare of a University of Nebraska student was conducted. The student was found not to be a danger to themselves or others.
18000114,DISTURBANCE - WILD PARTY,2018-01-10T00:57:00,Closed - Cleared by Arrest-Adult,2018-01-08T22:30:00,2018-01-09T00:00:00,Phi Gamma Delta,1425 R St (OFF CAMPUS/GREEK HOUSING),0.00,0.00,Information received about underage drinking at a University fraternity. Investigation continues.
18000119,TELEPHONE - OBSCENE CALLS,2018-01-10T15:07:00,Closed - Inactive,2018-01-10T14:50:00,2018-01-10T14:58:00,Terry M. Carpenter Telecommunications Center,"1800 N 33rd St (UNL SUPPORT FACILITY (office, service))",0.00,0.00,NET Staff members received obscene phone calls. The case is currently under investigation.
18000120,MEDICAL EMERGENCY,2018-01-10T16:20:00,Closed - Non-Criminal Case,,,Love Library North & Link,"1300 R St (UNL SUPPORT FACILITY (office, service))",0.00,0.00,Officers responded to a medical emergency involving a University student. They were evaluated by LFR and further declined transport.
18000124,TRAFFIC - SUSPENDED DRIVER,2018-01-10T22:40:00,Closed - Cleared by Arrest-Adult,2018-01-10T22:40:00,,,Y ST & N 23RD ST (STREET),0.00,0.00,"Traffic stop at N 23 St/Y St with non-UNL affiliate, resulting in the driver being cited for driving under suspension, no proof of vehicle insurance and other traffic charges."
18000125,NARCOTICS - POSSESSION,2018-01-10T23:25:00,Closed - Cleared by Arrest-Adult,2018-01-10T23:25:00,,Selleck Quad,600 N 15th St (UNL RESIDENCE HALL),0.00,0.00,"UNL student contacted and cited/lodged for possession of a controlled substance, cited/released for possession of drug paraphernalia and minor in possession of alcohol at UNL residence hall."
18000127,NARCOTICS - POSSESSION,2018-01-11T01:36:00,Closed - Cleared by Arrest-Adult,2018-01-11T01:36:00,,Sandoz Hall,820 N 17th St (UNL RESIDENCE HALL),0.00,0.00,UNL student with possession of drug paraphernalia and minor in possession of alcohol at UNL residence hall.
18000137,ACCIDENTS - INJURY,2018-01-11T16:54:00,Closed - Non-Criminal Case,2018-01-11T16:39:00,2018-01-11T16:39:00,Canfield Administration Building South,501 N 14th St (SIDEWALK),0.00,550.00,"Officers responded to a vehicle vs. bicyclist injury accident. Medical was refused, but after precautionary evaluation, both parties were released without incident."
18000144,LOST OR STOLEN ITEM,2018-01-11T20:43:00,Closed - Non-Criminal Case,,,Neihardt Residence Center,540 N 16th St (UNL RESIDENCE HALL),123.00,0.00,Missing wallet from Neihardt Residence Center. Investigation continues.
18000146,NARCOTICS - POSSESSION,2018-01-11T23:55:00,Closed - Cleared by Arrest-Adult,2018-01-11T23:55:00,,Phi Gamma Delta,1425 R St (OFF CAMPUS/GREEK HOUSING),0.00,0.00,"Arrest and lodge of a UNL student at Phi Gamma Delta after being observed ingesting a controlled substance and tampering with evidence. Student was also cited/released for possession of marijuana, possession of drug paraphernalia, and MIP."
18000148,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",2018-01-11T23:55:00,Closed - Non-Criminal Case,2018-01-11T23:55:00,,Phi Gamma Delta,1425 R St (OFF CAMPUS/GREEK HOUSING),0.00,200.00,Property damage at Phi Gamma Delta sustained during the service of a search warrant.
18000153,DISTURBANCE - OTHER,2018-01-12T20:56:00,Closed - Non-Criminal Case,2018-01-12T20:15:00,,Smith Hall,1120 N 14th St (UNL RESIDENCE HALL),0.00,0.00,Disturbance by phone (social media) between two UNL students. Investigation continues.
18000154,ALCOHOL - MINOR IN POSSESSION,2018-01-12T22:37:00,Closed - Cleared by Arrest-Adult,2018-01-12T22:37:00,,University Suites,1780 R St (UNL RESIDENCE HALL),0.00,0.00,Alcohol overdose of a UNL affiliate contacted at the University Suites. Affiliate was ultimately cited/released for MIP-C and transported to detox after being placed in civil protective custody due to intoxication.
18000145,ALCOHOL - MINOR IN POSSESSION,2018-01-12T23:31:00,Closed - Cleared by Arrest-Adult,2018-01-12T23:31:00,,,2226 O Street (OTHER RETAIL BUS.),0.00,0.00,"Several MIP-C of UNL students from a large party at the African Market basement, 2226 O Street, where UPD Officers were conducting follow up for a different case."
18000155,MEDICAL EMERGENCY,2018-01-12T23:59:00,Closed - Non-Criminal Case,2018-01-12T23:59:00,,University Suites,1780 R St (UNL RESIDENCE HALL),0.00,0.00,"Alcohol overdose of a UNL student, contacted at the University Suites. Student was transported to St. Elizabeth's Hospital by Lincoln Fire & Rescue for treatment/evaluation."
18000156,ALCOHOL - MINOR IN POSSESSION,2018-01-13T00:15:00,Closed - Cleared by Arrest-Adult,2018-01-13T00:15:00,,University Suites,1780 R St (UNL RESIDENCE HALL),0.00,0.00,Alcohol intoxication of a UNL affiliate contacted at the University Suites. Affiliate was ultimately cited/released for MIP-C and turned over to a sober party.
18000158,MEDICAL EMERGENCY,2018-01-13T00:50:00,Closed - Non-Criminal Case,2018-01-13T00:50:00,,University Suites,1780 R St (UNL RESIDENCE HALL),0.00,0.00,"Alcohol overdose of a UNL affiliate, contacted at the University Suites. Affiliate was transported to St. Elizabeth's Hospital by Lincoln Fire & Rescue for treatment/evaluation."
18000159,ALCOHOL - MINOR IN POSSESSION,2018-01-13T01:17:00,Closed - Cleared by Arrest-Adult,2018-01-13T01:17:00,,Abel Hall,880 N 17th St (UNL RESIDENCE HALL),0.00,0.00,Alcohol intoxication of a UNL affiliate contacted at Abel Hall. Affiliate was ultimately cited/released for MIP-C and turned over to a sober party.
18000160,LARCENY - STOLEN BIKE,2018-01-13T02:05:00,Closed - Cleared by Arrest-Adult,2018-01-13T02:05:00,,Abel Hall,880 N 17th St (UNL RESIDENCE HALL),0.00,0.00,"Theft of bicycle by UNL affiliate, who was ultimately contacted after attempting to avoid arrest. The affiliate was cited/lodged at Lancaster County jail for Obstruction of a Peace Officer, and cited/released for Theft by Unlawful Taking $0-$500 and MIP-C."
18000162,DISTURBANCE - DOMESTIC,2018-01-13T03:27:00,Closed - Cleared by Exception,2018-01-13T03:27:00,,Schramm Hall,1130 N 14th St (UNL RESIDENCE HALL),0.00,0.00,Domestic disturbance between a UNL affiliate and a visiting non-affiliate. No physical altercation appeared to occur through investigation. No probable cause for citations.
18000163,ALCOHOL - DWI,2018-01-13T04:09:00,Closed - Cleared by Arrest-Adult,2018-01-13T04:09:00,,,N 16TH ST & S ST (STREET),0.00,0.00,A report of an intoxicated female inside of a running vehicle. The female was cited/released for DWI and MIP-C. BrAC .148.
18000169,SS - CHECK WELFARE OF PERSON,2018-01-13T18:32:00,Closed - Non-Criminal Case,2018-01-13T00:00:00,2018-01-13T02:30:00,Eastside Suites,433 N 19th St (UNL RESIDENCE HALL),0.00,0.00,Check welfare of a university student. The student was fine and spoke with UPD. Investigation continues.
18000171,NARCOTICS - POSSESSION,2018-01-13T23:51:00,Closed - Cleared by Arrest-Adult,2018-01-13T23:51:00,,,33RD ST & HOLDREGE ST (STREET),0.00,0.00,"Non-affiliate cited/released for possession of marijuana <1oz., possession of drug paraphernalia, and no headlights on after dark."
18000172,NARCOTICS - POSSESSION,2018-01-14T00:19:00,Closed - Cleared by Arrest-Adult,2018-01-14T00:19:00,,,N ANTELOPE VALLEY PKWY & MILITARY RD (STREET),0.00,0.00,A vehicle was stopped for a traffic violation. The driver was cited/released for White light to the Rear and Improper Display of Plates. The driver was cited/lodged for Possession of a Controlled Substance.
18000173,MEDICAL EMERGENCY,2018-01-14T01:15:00,Closed - Non-Criminal Case,2018-01-14T01:15:00,,The Village,1055 N 16th St (UNL RESIDENCE HALL),0.00,0.00,Student taken to The Bridge (.141 BAC) after being evaluated by medical personnel.
18000176,ALCOHOL - DWI,2018-01-14T02:10:00,Closed - Cleared by Arrest-Adult,2018-01-14T02:10:00,,,N 14TH ST & R ST (STREET),0.00,0.00,A vehicle was stopped for a traffic violation. The driver was cited/released for DWI and No Taillights.
18000175,NARCOTICS - POSSESSION,2018-01-14T02:21:00,Closed - Cleared by Arrest-Adult,2018-01-14T02:21:00,,,MILITARY RD & N ANTELOPE VALLEY PKWY (STREET),0.00,0.00,"Non-affiliate cited and lodged for possession of a controlled substance. Cited and released for DWI < .150, possession of marijuana < 1oz., possession of drug paraphernalia, open alcohol container and violate automatic traffic signal."
18000181,NARCOTICS - POSSESSION,2018-01-15T00:02:00,Closed - Cleared by Arrest-Adult,2018-01-15T00:02:00,,The Courtyards,733 N 17th St (UNL RESIDENCE HALL),0.00,0.00,"Three students were issued citations for possession of marijuana < 1oz., possession of drug paraphernalia and minor in possession of alcohol."
18000182,MEDICAL EMERGENCY,2018-01-15T00:37:00,Closed - Non-Criminal Case,2018-01-15T00:37:00,,Alpha Delta Pi,1645 R St (OFF CAMPUS/GREEK HOUSING),0.00,0.00,Student transported to Bryan West because of extreme intoxication.
18000184,DISTURBANCE - WILD PARTY,2018-01-15T02:00:00,Closed - Cleared by Arrest-Adult,2018-01-15T02:00:00,,,940 Y Street (SINGLE FAMILY – off campus),0.00,0.00,A report of an off campus fraternity party where underage drinking was occurring. Investigation continues.
18000185,ALCOHOL - MINOR IN POSSESSION,2018-01-15T02:10:00,Closed - Cleared by Arrest-Adult,2018-01-15T02:10:00,,Sandoz Hall,820 N 17th St (UNL RESIDENCE HALL),0.00,0.00,Student taken to The Bridge (.227 BAC) and cited for minor in possession of alcohol and possession of a false identification.
18000186,SS - CHECK WELFARE OF PERSON,2018-01-15T03:54:00,Closed - Non-Criminal Case,2018-01-15T03:54:00,,Alpha Delta Pi,1645 R St (OFF CAMPUS/GREEK HOUSING),0.00,0.00,Welfare check of a student who was intoxicated.  Left in the care of another student.
18000183,MEDICAL EMERGENCY,2018-01-15T04:34:00,Closed - Non-Criminal Case,2018-01-15T04:34:00,,Harper Hall,1150 N 14th St (UNL RESIDENCE HALL),0.00,0.00,Student transported to Bryan West because of extreme intoxication (.214 BAC).
18000196,SS - CHECK WELFARE OF PERSON,2018-01-15T18:03:00,Closed - Non-Criminal Case,2018-01-15T18:03:00,,,"(UNL SUPPORT FACILITY (office, service))",0.00,0.00,A check welfare of a university student was conducted. The student was feeling better and found not to be a danger to themselves or others.
18000356,DISTURBANCE - OTHER,2018-01-16T12:30:00,Closed - Inactive,2018-01-09T12:30:00,,Stadium East,"1100 T St (CB3) (UNL SUPPORT FACILITY (office, service))",0.00,0.00,University staff reported odd behavior from a student.
18000205,ALCOHOL - USING FALSE I.D.,2018-01-16T23:16:00,Closed - Cleared by Arrest-Adult,2018-01-16T23:16:00,,Howard L. Hawks Hall,730 N 14th St (UNL ACADEMIC BUILDING),0.00,0.00,A lost wallet was turned in to UPD containing a fake ID. The owner of the wallet was contacted and cited/released for Acts Declared Unlawful.
18000206,NARCOTICS - POSSESSION,2018-01-17T00:32:00,Closed - Cleared by Arrest-Adult,2018-01-17T00:32:00,,The Village,1055 N 16th St (UNL RESIDENCE HALL),0.00,0.00,A report of narcotic activity at a University of Nebraska dorm. Two students were cited/lodged for Possession of a Controlled Substance and cited/released for Possession of Drug Paraphernalia. Two other students were cited/released for MIP.
18000212,LOST OR STOLEN ITEM,2018-01-17T13:41:00,Closed - Non-Criminal Case,2018-01-17T10:15:00,2018-01-17T11:30:00,Othmer Hall,820 N 16th St (UNL ACADEMIC BUILDING),200.00,0.00,A University student reported misplacing their phone.
18000214,LARCENY - FROM BUILDING,2018-01-17T15:06:00,Closed - Inactive,,,Hamilton Hall,"639 N 12th St (UNL SUPPORT FACILITY (office, service))",1500.00,0.00,A University staff member reported items missing from her office. The case is currently under investigation.
18000217,SS - CHECK WELFARE OF PERSON,2018-01-17T17:01:00,Closed - Inactive,,,Massengale Residential Center,1710 Arbor Dr (UNL RESIDENCE HALL),0.00,0.00,Officers conducted a check welfare on a University student. She was found to be in good health and no further action was taken.
18000218,VANDALISM - OTHER,2018-01-17T18:11:00,Closed - Inactive,2018-01-17T17:00:00,2018-01-17T18:00:00,Stadium Loop Parking Lot,(UNKNOWN),0.00,250.00,Student report vandalism to their vehicle.
18000220,LARCENY - STOLEN BIKE,2018-01-17T22:59:00,Closed - Inactive,2018-01-17T17:00:00,2018-01-17T22:59:00,Nebraska Hall,900 N 16th St (UNL ACADEMIC BUILDING),1700.00,0.00,Stolen bicycle from outside Nebraska Hall. Investigation continues.
18000221,DISTURBANCE - OTHER,2018-01-18T00:36:00,Closed - Non-Criminal Case,2018-01-15T12:56:00,2018-01-18T00:36:00,Selleck Quad,600 N 15th St (UNL RESIDENCE HALL),0.00,0.00,Disturbance sexual in nature via various social media accounts between multiple UNL affiliates. Investigation continues.
18000225,SEX OFFENSE - OTHER,2018-01-18T10:19:00,Closed - Inactive,2018-01-13T00:00:00,2018-01-13T02:30:00,Eastside Suites,433 N 19th St (UNL RESIDENCE HALL),0.00,0.00,UPD received the report of a belated disturbance; Investigation ongoing.
18000226,VANDALISM - OTHER,2018-01-18T11:25:00,Closed - Inactive,2018-01-17T10:00:00,2018-01-17T14:30:00,,515 N. 19th St. (GOV'T PARKING LOT (UNL)),0.00,300.00,Damage to a vehicle's side mirror.
18000230,FORGERY - COUNTERFEIT MONEY/COINS,2018-01-18T14:24:00,Closed - Inactive,2018-01-17T21:15:00,2018-01-18T21:18:00,Abel Hall,"880 N 17th St (UNL SUPPORT FACILITY (office, service))",0.00,0.00,Officers received a report of counterfeit currency that was passed through a convenience store.
18000231,LOST OR STOLEN ITEM,2018-01-18T16:18:00,Closed - Inactive,2018-01-17T07:50:00,2018-01-17T08:00:00,Selleck Quad,600 N 15th St (SIDEWALK),400.00,0.00,A University reported losing their cell phone. Attempts to locate the phone are ongoing.
18000234,NARCOTICS - POSSESSION,2018-01-18T22:28:00,Closed - Cleared by Arrest-Adult,2018-01-18T22:28:00,2018-01-18T22:28:00,Abel Hall,880 N 17th St (UNL RESIDENCE HALL),0.00,0.00,UNL affiliate cited/released for Possession of Drug Paraphernalia and Possession of Marijuana <1oz from Abel Hall.
18000236,TRESPASSING,2018-01-18T23:11:00,Closed - Cleared by Arrest-Adult,2018-01-18T23:11:00,,Nebraska Union,"1400 R St (UNL SUPPORT FACILITY (office, service))",0.00,0.00,Trespassing of non-UNL affiliate at the Nebraska Union. Party transported to Bryan LGH West for medical treatment and was cited/released for trespassing.
18000240,TRAFFIC - SUSPENDED DRIVER,2018-01-19T00:40:00,Closed - Cleared by Arrest-Adult,2018-01-19T00:40:00,2018-01-19T00:40:00,,N 17TH ST & N ANTELOPE VALLEY PKWY (STREET),0.00,0.00,Driving under revocation and no valid registration stemming from traffic stop at N 17 St/AVP with non-UNL affiliate.
18000241,ALCOHOL - DWI,2018-01-19T02:16:00,Closed - Cleared by Arrest-Adult,2018-01-19T02:16:00,,,N 14TH ST & P ST (STREET),0.00,0.00,DUI with non UNL-affiliate from traffic stop at N 14 St/P St. BAC .164.
18000242,ALCOHOL - DWI,2018-01-19T04:14:00,Closed - Cleared by Arrest-Adult,2018-01-19T01:00:00,2018-01-19T04:40:00,HSS North Lot,1220 N 14th St (GOV'T PARKING LOT (UNL)),0.00,0.00,"A report of an individual passed out inside a running vehicle. The individual was cited/released for DUI .02 Violation, DUI-D, MIP-C, Possession of Marijuana < 1oz. and Possession of Drug Paraphernalia. BrAC .044"
18000243,VANDALISM - BY GRAFFITI,2018-01-19T09:31:00,Closed - Inactive,2018-01-17T17:00:00,2018-01-19T08:00:00,Fleming Fields Annex Building,"2301 N 33rd St (UNL SUPPORT FACILITY (office, service))",0.00,100.00,Staff member reported Graffiti to UNL building.
18000245,ACCIDENTS - P.D. NOT REPORTABLE,2018-01-19T12:03:00,Closed - Non-Criminal Case,2018-01-19T11:54:00,,Hardin Hall,1600 N 33rd St (GOV'T PARKING LOT (UNL)),0.00,1200.00,Officers responded to a non-injury vehicle accident in a parking lot. Drivers exchanged information.
18000247,FIRE - FALSE ALARM,2018-01-19T12:50:00,Closed - Non-Criminal Case,2018-01-19T12:50:00,,Vine Street Apartments West,2222 Vine St (UNL APARTMENT),0.00,0.00,LFR and an Officer responded to a fire alarm. The source was found to be burnt rice.
18000257,LARCENY - FROM BUILDING,2018-01-19T17:02:00,Closed - Inactive,2018-01-19T15:30:00,2018-01-19T17:05:00,Sapp Recreation Facility,"841 N 14th St (UNL SUPPORT FACILITY (office, service))",3355.00,0.00,A University student reported leaving a bag in the locker room containing numerous items which was later stolen. The case is currently under investigation.
