Crime,mean,std,lower,upper
SUSPICIOUS ITEM OR PACKAGE (NON-EXPLOSIVE),0.22641509433962265,0.46285476714291435,-0.2364396728032917,0.689269861482537
"AUTO THEFT - STOLEN ELSEWHERE, FOUND IN  LINCOLN",0.0440251572327044,0.23454539788046472,-0.19052024064776032,0.27857055511316914
FRAUD - CHECKS INSUF/NO ACC/NOT FORGED,0.10062893081761007,0.42389048850654576,-0.3232615576889357,0.5245194193241558
"HAZARDS - NON-TRAFFIC (WIRES,TREES,ETC)",0.08176100628930817,0.27486598481643293,-0.19310497852712477,0.3566269911057411
ASSAULT - DOMESTIC,0.33962264150943394,0.5935325343715669,-0.253909892862133,0.9331551758810008
SOLICIT/SELL - WITHOUT LICENSE,0.012578616352201259,0.11179894836849429,-0.09922033201629303,0.12437756472069554
DISTURBANCE - WILD PARTY,0.05660377358490566,0.25767418881332804,-0.2010704152284224,0.3142779623982337
NARCOTICS - SALE/DELIVER,0.2641509433962264,0.6409331625404018,-0.37678221914417537,0.9050841059366281
FORGERY - CREDIT CARDS,0.018867924528301886,0.13648842456634136,-0.11762050003803948,0.15535634909464324
DISTURBANCE - BETWEEN NEIGHBORS,0.12578616352201258,0.401612861713138,-0.2758266981911254,0.5273990252351506
FORGERY - ALL OTHER,0.03773584905660377,0.1911587733223449,-0.15342292426574114,0.22889462237894867
OUTSIDE CRIME - REPORTS OUTSIDE JURISDICTION,0.2641509433962264,0.5786587524227328,-0.3145078090265064,0.8428096958189593
FIREWORKS - DISTURBANCE,0.03773584905660377,0.1911587733223449,-0.15342292426574114,0.22889462237894867
ANIMAL - OTHER DOG CALL,0.006289308176100629,0.07930515857181439,-0.07301585039571376,0.08559446674791502
FALSE SECURITY ALARMS - EMPLOYEE,0.006289308176100629,0.07930515857181439,-0.07301585039571376,0.08559446674791502
FRAUD - FAIL TO RETURN RENTED/BORROWED ITEM,0.050314465408805034,0.21928370555881443,-0.16896924015000941,0.26959817096761945
ALCOHOL - POSSESSION IN PARK,0.018867924528301886,0.1364884245663414,-0.1176205000380395,0.15535634909464327
ALCOHOL - USING FALSE I.D.,0.22012578616352202,0.5807873174651231,-0.3606615313016011,0.8009131036286452
PORNOGRAPHY,0.11320754716981132,0.35544822969500445,-0.24224068252519312,0.46865577686481574
WEAPONS - FELON IN POSSESSION,0.0440251572327044,0.2345453978804647,-0.1905202406477603,0.2785705551131691
BOMB - SUSPICIOUS PACKAGE/DEVICE,0.006289308176100629,0.07930515857181439,-0.07301585039571376,0.08559446674791502
BOMB - THREAT,0.03773584905660377,0.1911587733223449,-0.15342292426574114,0.22889462237894867
ABANDONED BICYCLE,0.018867924528301886,0.1364884245663414,-0.1176205000380395,0.15535634909464327
TRAFFIC - IMPROPER REGISTRATION,0.025157232704402517,0.15709730656189647,-0.13194007385749396,0.18225453926629898
UNL POLICY VIOLATION -OTHER,0.9308176100628931,2.626832083639396,-1.696014473576503,3.557649693702289
SUSPICIOUS VEHICLE,0.018867924528301886,0.1364884245663414,-0.1176205000380395,0.15535634909464327
ANIMAL - DOG BITE TO PERSON,0.012578616352201259,0.11179894836849429,-0.09922033201629303,0.12437756472069554
MEDICAL - INHALE INTOXICANT OR HARMFUL VAPORS,0.050314465408805034,0.21928370555881443,-0.16896924015000941,0.26959817096761945
LARCENY - PURSE SNATCH,0.018867924528301886,0.1364884245663414,-0.1176205000380395,0.15535634909464327
VANDALISM - BY DRIVE BY SHOOTING,0.006289308176100629,0.0793051585718144,-0.07301585039571377,0.08559446674791503
BOMB - EXPLOSION,0.006289308176100629,0.0793051585718144,-0.07301585039571377,0.08559446674791503
SS - CIVIL STANDBY,0.06918238993710692,0.2783199337286278,-0.20913754379152089,0.3475023236657347
ALCOHOL - BUY/PROCURE FOR MINORS,0.2893081761006289,0.6593621001467581,-0.3700539240461292,0.9486702762473871
CRIME PREVENTION - OTHER THAN PRESENTATION,0.006289308176100629,0.0793051585718144,-0.07301585039571377,0.08559446674791503
HAZING,0.08176100628930817,0.33693618558031335,-0.2551751792910052,0.4186971918696215
LOCK/UNLOCK BUILDING OR ROOM,0.006289308176100629,0.0793051585718144,-0.07301585039571377,0.08559446674791503
PARKING - OTHER,0.025157232704402517,0.19322989307326063,-0.16807266036885812,0.21838712577766314
RECEIVE STOLEN PROP,0.03773584905660377,0.22181051477827857,-0.1840746657216748,0.25954636383488233
HAZARDS - TRAFFIC HAZARDS OTHER,0.012578616352201259,0.11179894836849429,-0.09922033201629303,0.12437756472069554
HEALTH/SANITATION - VIOLATIONS OF HEALTH CODES,0.006289308176100629,0.0793051585718144,-0.07301585039571377,0.08559446674791503
PROWLER,0.018867924528301886,0.17688221473258164,-0.15801429020427976,0.19575013926088353
CHILD ABUSE/NEG - UNATTENDED IN VEH,0.012578616352201259,0.11179894836849429,-0.09922033201629303,0.12437756472069554
EMBEZZLEMENT,0.018867924528301886,0.1364884245663414,-0.1176205000380395,0.15535634909464327
CHILD ABUSE/NEG _ LOST/FOUND CHILD,0.006289308176100629,0.0793051585718144,-0.07301585039571377,0.08559446674791503
ACCIDENTS - FATALITY,0.006289308176100629,0.0793051585718144,-0.07301585039571377,0.08559446674791503
FIREWORKS - ILLEGAL POSS/SALE BY ADULT,0.018867924528301886,0.17688221473258164,-0.15801429020427976,0.19575013926088353
FALSE SECURITY ALARMS - MECHANICAL,0.012578616352201259,0.11179894836849429,-0.09922033201629303,0.12437756472069554
ANIMAL - DOG RUNNING LOOSE,0.012578616352201259,0.11179894836849429,-0.09922033201629303,0.12437756472069554
DEATH - NATURAL,0.018867924528301886,0.1364884245663414,-0.1176205000380395,0.15535634909464327
FALSE INFORMATION - GIVEN TO CITIZEN,0.018867924528301886,0.1364884245663414,-0.1176205000380395,0.15535634909464327
ALCOHOL - OPEN CONTAINER,0.18867924528301888,0.4382042082303857,-0.2495249629473668,0.6268834535134046
TRAFFIC - DIRECTION,0.006289308176100629,0.07930515857181437,-0.07301585039571375,0.085594466747915
EXTORTION,0.0440251572327044,0.30493643142663235,-0.26091127419392796,0.34896158865933674
MISSING PERSON - OUTSIDE JURISDICTION,0.006289308176100629,0.07930515857181439,-0.07301585039571376,0.08559446674791502
SEX OFFENSE - SODOMY,0.018867924528301886,0.1364884245663414,-0.1176205000380395,0.15535634909464327
CHILD ABUSE/NEG - PHYSICAL ABUSE,0.025157232704402517,0.15709730656189647,-0.13194007385749396,0.18225453926629898
CHILD ABUSE/NEG _ VERBAL/EMOTIONAL,0.006289308176100629,0.07930515857181439,-0.07301585039571376,0.08559446674791502
ESCORT - OTHER,0.006289308176100629,0.07930515857181439,-0.07301585039571376,0.08559446674791502
DEATH - SUICIDE,0.012578616352201259,0.11179894836849429,-0.09922033201629303,0.12437756472069554
WEAPONS – OTHER,0.018867924528301886,0.17688221473258164,-0.15801429020427976,0.19575013926088353
KIDNAPPING - ATTEMPTED,0.006289308176100629,0.0793051585718144,-0.07301585039571377,0.08559446674791503
OUTSIDE - O.P.S. CHEMICAL TESTING,0.012578616352201259,0.15861031714362883,-0.14603170079142758,0.1711889334958301
